PFID Old Name,PFID New Name,Annotation,Map_Name,Map Link,Enzyme,E C,Synonyms List
PFA0310c,PF3D7_0106300,calcium-transporting ATPase,Transporters of the ER/Golgi and digestive vacuole membranes,http://mpmp.huji.ac.il/maps/ERGolgiVacuole.html,Ca2+DV,3.6.3.8,Ca2+-pumping ATPase_ calcium pump_ plasma membrane Ca-ATPase_ sarco(endo)plasmic reticulum Ca2+-ATPase_ sarcoplasmic reticulum ATPase_ 
PFA0310c,PF3D7_0106300,calcium-transporting ATPase,Genes coding for transport proteins,http://mpmp.huji.ac.il/maps/transporters.html,SERCA-type Ca2+-transporting P-ATPase (PfATPase6),3.6.3.8,Ca2+-pumping ATPase_ calcium pump_ plasma membrane Ca-ATPase_ sarco(endo)plasmic reticulum Ca2+-ATPase_ sarcoplasmic reticulum ATPase_ 
PFA0310c,PF3D7_0106300,calcium-transporting ATPase,Molecular markers of resistance to antimalarial drugs,http://mpmp.huji.ac.il/maps/res_antimal.html,calcium-transporting ATPase PfATPase6, ,
PFA0310c,PF3D7_0106300,calcium-transporting ATPase,The phosphoproteome of Plasmodium falciparum infected RBCs,http://mpmp.huji.ac.il/maps/phosphopr.html,Calcium-transporting ATPase  ATPase6,3.6.3.8,Ca2+-pumping ATPase_ calcium pump_ plasma membrane Ca-ATPase_ sarco(endo)plasmic reticulum Ca2+-ATPase_ sarcoplasmic reticulum ATPase_ 
PFA0315w,PF3D7_0106400,pre-rRNA-processing protein TSR2_ putative,Phosphoproteome - Lasonder et al 2011,http://mpmp.huji.ac.il/maps/phosph_Lasonder.html,pre-rRNA-processing protein TSR2_ putative, ,
PFA0330w,PF3D7_0106700,asparagine and aspartate rich protein 2,Phosphoproteome - Pease et al 2013,http://mpmp.huji.ac.il/maps/phosph_Pease.html,asparagine and aspartate rich protein 2, ,
PFA0330w,PF3D7_0106700,asparagine and aspartate rich protein 2,Phosphoproteome - Treeck et al 2011,http://mpmp.huji.ac.il/maps/phosph_treeck.html,small ribosomal subunit assembling AARP2 protein, ,
PFA0330w,PF3D7_0106700,asparagine and aspartate rich protein 2,Genes coding for components involved in ribosome assembly,http://mpmp.huji.ac.il/maps/Ribosomegenes.html,Asparagine and aspartate rich protein 2 pfAARP2, ,
PFA0330w,PF3D7_0106700,asparagine and aspartate rich protein 2,Maturation and export of 60S and 40S ribosomal subunits,http://mpmp.huji.ac.il/maps/riboMaturation.html,90S particles A, ,
PFA0330w,PF3D7_0106700,asparagine and aspartate rich protein 2,Pre-ribosomal particles along the 40S assembly pathway,http://mpmp.huji.ac.il/maps/40S_assemb_path.html,Bms1, ,
PFA0330w,PF3D7_0106700,asparagine and aspartate rich protein 2,Nuclear genes with mitochondrial signal sequences,http://mpmp.huji.ac.il/maps/nuclearGenes.html,Asparagine/aspartate rich protein 2, ,
PFA0335w,PF3D7_0106800,ras-related protein Rab-5C,Rab and other proteins involved in intracellular traffic,http://priweb.cc.huji.ac.il/malaria//maps/rabIntracellular.html,Rab5,3.6.5.2,
PFA0335w,PF3D7_0106800,ras-related protein Rab-5C,Phosphoinositides and membrane traffic,http://mpmp.huji.ac.il/maps/PIS_traff.html,Rab5, ,
PFA0335w,PF3D7_0106800,ras-related protein Rab-5C,Rab proteins,http://priweb.cc.huji.ac.il/malaria//maps/rab_prots.html,Rab5c, ,
PFA0335w,PF3D7_0106800,ras-related protein Rab-5C,Endosome maturation,http://priweb.cc.huji.ac.il/malaria//maps/endos_mat.html,Rab5,3.6.5.2,
PFA0335w,PF3D7_0106800,ras-related protein Rab-5C,Rab cycle,http://mpmp.huji.ac.il/maps/rabCycle.html,Rab,3.6.5.2,
PFA0335w,PF3D7_0106800,ras-related protein Rab-5C,Total palmitome of Plasmodium falciparum,http://mpmp.huji.ac.il/maps/palmito.html,Rab5c_ GTPase,3.6.5.2,
PFA0340w,PF3D7_0106900,2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase_ putative,Isoprenoids metabolism,http://mpmp.huji.ac.il/maps/isoprenoidmetpath.html,2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase,2.7.7.60,MEP cytidylyltransferase_ 
PFA0345w,PF3D7_0107000,centrin-1,Structure of the mitotic centrosome,http://mpmp.huji.ac.il/maps/mitoticCentro.html,Centrin, ,
PFA0345w,PF3D7_0107000,centrin-1,Centriole proteins,http://mpmp.huji.ac.il/maps/Centriole.html,centrin_ putative, ,
PFA0345w,PF3D7_0107000,centrin-1,S-nitrosylated proteins,http://mpmp.huji.ac.il/maps/nitrosylatedProt.html,Centrin-1, ,
PFA0350W,PF3D7_0107200,carbon catabolite repressor protein 4_ putative,CCR4 � NOT complex,http://mpmp.huji.ac.il/maps/CCR4.html,CCR4, ,
PFA0350W,PF3D7_0107200,carbon catabolite repressor protein 4_ putative,Encoded proteins that could be constituents of P-bodies,http://mpmp.huji.ac.il/maps/P_body.html,Carbon catabolite repressor protein 4_ putative, ,
PFA0350W,PF3D7_0107200,carbon catabolite repressor protein 4_ putative,Transcription related proteins encoding genes,http://mpmp.huji.ac.il/maps/transcr_prot.html,carbon catabolite repressor protein 4_ putative_CCR4, ,
PFA0375c,PF3D7_0107500,lipid/sterol:H+ symporter,Phosphoproteome - Lasonder et al 2011,http://mpmp.huji.ac.il/maps/phosph_Lasonder.html,lipid/sterol:H+ symporter, ,
PFA0375c,PF3D7_0107500,lipid/sterol:H+ symporter,Phosphoproteome - Treeck et al 2011,http://mpmp.huji.ac.il/maps/phosph_treeck.html,lipid/sterol:H symporter, ,
PFA0375c,PF3D7_0107500,lipid/sterol:H+ symporter,Phosphoproteome - Pease et al 2013,http://mpmp.huji.ac.il/maps/phosph_Pease.html,lipid/sterol:H+ symporter, ,
PFA0375c,PF3D7_0107500,lipid/sterol:H+ symporter,Total palmitome of Plasmodium falciparum,http://mpmp.huji.ac.il/maps/palmito.html,lipid/sterol:H+ symporter, ,
PFA0375c,PF3D7_0107500,lipid/sterol:H+ symporter,Genes coding for transport proteins,http://mpmp.huji.ac.il/maps/transporters.html,Lipid/sterol:H+ symporter, ,
PFA0375c,PF3D7_0107500,lipid/sterol:H+ symporter,Transporters of the ER/Golgi and digestive vacuole membranes,http://mpmp.huji.ac.il/maps/ERGolgiVacuole.html,Lipids/H+ sterol symport, ,
PFA0380w,PF3D7_0107600,serine/threonine protein kinase_ putative,Protein kinase coding genes,http://mpmp.huji.ac.il/maps/Protein_kinases.html,Serine/Threonine protein kinase_ putative,2.7.11.1,
PFA0380w,PF3D7_0107600,serine/threonine protein kinase_ putative,Protein phosphorylation,http://mpmp.huji.ac.il/maps/phosphorylation.html,Protein kinase,2.7.11.1,
PFA0390w,PF3D7_0107800,double-strand break repair protein mre11_ putative,Phosphatases of Plasmodium falciparum and their timed expression,http://mpmp.huji.ac.il/maps/Phos_tmd_exprs.html,DNA repair exonuclease_ putative,3.1.11.-,
PFA0390w,PF3D7_0107800,double-strand break repair protein mre11_ putative,Double strand break repair and homologous recombination,http://mpmp.huji.ac.il/maps/dsbRecomb.html,Mre11, ,
PFA0390w,PF3D7_0107800,double-strand break repair protein mre11_ putative,Genes involved in excision-repair,http://mpmp.huji.ac.il/maps/ExcisionRepairTab.html,DNA repair exonuclease_ putative;  DNA repair and meiosis protein Mre11,3.1.11.-,
PFA0390w,PF3D7_0107800,double-strand break repair protein mre11_ putative,Genes coding for enzymes/proteins involved in DNA replication,http://mpmp.huji.ac.il/maps/DNAgenes.html,DNA repair exonuclease_ putative,3.1.11.-,
PFA0390w,PF3D7_0107800,double-strand break repair protein mre11_ putative,Phosphoproteome - Treeck et al 2011,http://mpmp.huji.ac.il/maps/phosph_treeck.html,DNA repair exonuclease Mre11_ putative, ,
PFA0400c,PF3D7_0108000,beta3 proteasome subunit_ putative,S-Glutathionylated proteins,http://mpmp.huji.ac.il/maps/gluth_prot.html,Beta3 proteasome subunit,3.4.25.1,26S protease_ alkaline protease_ ingensin_ large multicatalytic protease_ macropain_ MCP_ multicatalytic endopeptidase complex_ multicatalytic proteinase_ multicatalytic proteinase (complex)_ prosome_ proteasome_ proteasome organelle_ tricorn protease_ tricorn proteinase_ 
PFA0400c,PF3D7_0108000,beta3 proteasome subunit_ putative,Genes coding for components of the proteasome degradation machinery & their timed transcription,http://mpmp.huji.ac.il/maps/proteasome_new.html,Proteasome subunit beta3 _ putative b3,3.4.25.1,26S protease_ alkaline protease_ ingensin_ large multicatalytic protease_ macropain_ MCP_ multicatalytic endopeptidase complex_ multicatalytic proteinase_ multicatalytic proteinase (complex)_ prosome_ proteasome_ proteasome organelle_ tricorn protease_ tricorn proteinase_ 
PFA0400c,PF3D7_0108000,beta3 proteasome subunit_ putative,Peptidases and proteases,http://mpmp.huji.ac.il/maps/proteases.html,subfamily T1A unassigned peptidases; beta3 proteasome subunit_ putative,3.4.25.1,26S protease_ alkaline protease_ ingensin_ large multicatalytic protease_ macropain_ MCP_ multicatalytic endopeptidase complex_ multicatalytic proteinase_ multicatalytic proteinase (complex)_ prosome_ proteasome_ proteasome organelle_ tricorn protease_ tricorn proteinase_ 
PFA0415c,PF3D7_0108400,mitochondrial carrier protein_ putative,Nuclear genes with mitochondrial signal sequences,http://mpmp.huji.ac.il/maps/nuclearGenes.html,Mitochondrial carrier protein_ putative, ,
PFA0415c,PF3D7_0108400,mitochondrial carrier protein_ putative,Oxidative protein folding in the endoplasmic reticulum,http://mpmp.huji.ac.il/maps/oxidativefolding.html,FAD carrier, ,
PFA0415c,PF3D7_0108400,mitochondrial carrier protein_ putative,Transporters of the mitochondrial and apicoplast membranes,http://mpmp.huji.ac.il/maps/mitochonApico.html,Solute transporter, ,
PFA0415c,PF3D7_0108400,mitochondrial carrier protein_ putative,Genes coding for transport proteins,http://mpmp.huji.ac.il/maps/transporters.html,Mitochondrial carrier protein_ putative, ,
PFA0430c,PF3D7_0108700,secreted ookinete protein_ putative,Phosphoproteome - Treeck et al 2011,http://mpmp.huji.ac.il/maps/phosph_treeck.html,secreted ookinete protein_ putative, ,
PFA0430c,PF3D7_0108700,secreted ookinete protein_ putative,Phosphoproteome - Lasonder et al 2011,http://mpmp.huji.ac.il/maps/phosph_Lasonder.html,secreted ookinete protein_ putative, ,
PFA0435w,PF3D7_0108800,conserved Plasmodium protein_ unknown function,Genes coding for transport proteins,http://mpmp.huji.ac.il/maps/transporters.html,Hypothetical protein; mitochondrial carrier family, ,
PFA0435w,PF3D7_0108800,conserved Plasmodium protein_ unknown function,Nuclear genes with mitochondrial signal sequences,http://mpmp.huji.ac.il/maps/nuclearGenes.html,Conserved Plasmodium protein_ unknown function; mitochondrial carrier family, ,
PFA0440w,PF3D7_0109000,photosensitized INA-labeled protein 1_ PhIL1_ putative,Phosphoproteome - Lasonder et al 2011,http://mpmp.huji.ac.il/maps/phosph_Lasonder.html,photosensitized INA-labeled protein 1_ PhIL1_ putative, ,
PFA0440w,PF3D7_0109000,photosensitized INA-labeled protein 1_ PhIL1_ putative,Phosphoproteome - Treeck et al 2011,http://mpmp.huji.ac.il/maps/phosph_treeck.html,photosensitized INA-labeled protein 1_ PhIL1_ putative, ,
PFA0440w,PF3D7_0109000,photosensitized INA-labeled protein 1_ PhIL1_ putative,Phosphoproteome - Pease et al 2013,http://mpmp.huji.ac.il/maps/phosph_Pease.html,photosensitized INA-labeled protein 1_ PhIL1_ putative, ,
PFA0450c,PF3D7_0109200,mRNA cleavage factor-like protein_ putative,Cleavage and polyadenylation of pre-mRNA,http://mpmp.huji.ac.il/maps/mRNAcleavage.html,CFI, ,
PFA0450c,PF3D7_0109200,mRNA cleavage factor-like protein_ putative,Protein factors in pre-mRNA 3�-end processing,http://mpmp.huji.ac.il/maps/mRNA_processing.html,mRNA cleavage factor-like protein_ putative, ,
PFA0455c,PF3D7_0109300,fatty acid elongation protein_ GNS1/SUR4 family_ putative,Sphingomyelin and ceramide metabolism,http://mpmp.huji.ac.il/maps/sphingometpath.html,long-chain-fatty-acid-CoA ligase,6.2.1.3,ACS3_ acyl coenzyme A synthetase_ acyl-activating enzyme_ acyl-CoA ligase_ acyl-CoA synthetase_ acyl-coenzyme A ligase_ arachidonyl-CoA synthetase_ FAA1_ fatty acid CoA ligase_ fatty acid elongase_ fatty acid thiokinase (long chain)_ fatty acyl-coenzyme A synthetase_ LCFA synthetase_ lignoceroyl-CoA synthase_ long chain fatty acyl-CoA synthetase_ long-chain acyl CoA synthetase_ long-chain acyl-CoA synthetase I_ long-chain acyl-CoA synthetase II_ long-chain acyl-coenzyme A synthetase_ long-chain fatty acyl coenzyme A synthetase_ oleoyl-CoA synthetase_ palmitoyl coenzyme A synthetase_ palmitoyl-CoA ligase_ palmitoyl-CoA synthase_ pristanoyl-CoA synthetase_ stearoyl-CoA synthetase_ thiokinase_ 
PFA0455c,PF3D7_0109300,fatty acid elongation protein_ GNS1/SUR4 family_ putative,Fatty acids elongation in the endoplasmic reticulum,http://mpmp.huji.ac.il/maps/fa_elong.html,fatty-acyl-CoA synthase,6.2.1.3,ACS3_ acyl coenzyme A synthetase_ acyl-activating enzyme_ acyl-CoA ligase_ acyl-CoA synthetase_ acyl-coenzyme A ligase_ arachidonyl-CoA synthetase_ FAA1_ fatty acid CoA ligase_ fatty acid elongase_ fatty acid thiokinase (long chain)_ fatty acyl-coenzyme A synthetase_ LCFA synthetase_ lignoceroyl-CoA synthase_ long chain fatty acyl-CoA synthetase_ long-chain acyl CoA synthetase_ long-chain acyl-CoA synthetase I_ long-chain acyl-CoA synthetase II_ long-chain acyl-coenzyme A synthetase_ long-chain fatty acyl coenzyme A synthetase_ oleoyl-CoA synthetase_ palmitoyl coenzyme A synthetase_ palmitoyl-CoA ligase_ palmitoyl-CoA synthase_ pristanoyl-CoA synthetase_ stearoyl-CoA synthetase_ thiokinase_ 
PFA0455c,PF3D7_0109300,fatty acid elongation protein_ GNS1/SUR4 family_ putative,Fatty acid synthesis in the apicoplast,http://mpmp.huji.ac.il/maps/facidsynthesispath.html,Long-chain-fatty-acid-CoA ligase,6.2.1.3,ACS3_ acyl coenzyme A synthetase_ acyl-activating enzyme_ acyl-CoA ligase_ acyl-CoA synthetase_ acyl-coenzyme A ligase_ arachidonyl-CoA synthetase_ FAA1_ fatty acid CoA ligase_ fatty acid elongase_ fatty acid thiokinase (long chain)_ fatty acyl-coenzyme A synthetase_ LCFA synthetase_ lignoceroyl-CoA synthase_ long chain fatty acyl-CoA synthetase_ long-chain acyl CoA synthetase_ long-chain acyl-CoA synthetase I_ long-chain acyl-CoA synthetase II_ long-chain acyl-coenzyme A synthetase_ long-chain fatty acyl coenzyme A synthetase_ oleoyl-CoA synthetase_ palmitoyl coenzyme A synthetase_ palmitoyl-CoA ligase_ palmitoyl-CoA synthase_ pristanoyl-CoA synthetase_ stearoyl-CoA synthetase_ thiokinase_ 
PFA0455c,PF3D7_0109300,fatty acid elongation protein_ GNS1/SUR4 family_ putative,Generation of polyphosphates,http://mpmp.huji.ac.il/maps/gen_phosph.html,Acyl-coenzyme A synthetase,6.2.1.3,ACS3_ acyl coenzyme A synthetase_ acyl-activating enzyme_ acyl-CoA ligase_ acyl-CoA synthetase_ acyl-coenzyme A ligase_ arachidonyl-CoA synthetase_ FAA1_ fatty acid CoA ligase_ fatty acid elongase_ fatty acid thiokinase (long chain)_ fatty acyl-coenzyme A synthetase_ LCFA synthetase_ lignoceroyl-CoA synthase_ long chain fatty acyl-CoA synthetase_ long-chain acyl CoA synthetase_ long-chain acyl-CoA synthetase I_ long-chain acyl-CoA synthetase II_ long-chain acyl-coenzyme A synthetase_ long-chain fatty acyl coenzyme A synthetase_ oleoyl-CoA synthetase_ palmitoyl coenzyme A synthetase_ palmitoyl-CoA ligase_ palmitoyl-CoA synthase_ pristanoyl-CoA synthetase_ stearoyl-CoA synthetase_ thiokinase_ 
PFA0460c,PF3D7_0109400,tubulin-specifichaperone a_ putative,S-Glutathionylated proteins,http://mpmp.huji.ac.il/maps/gluth_prot.html,Tubulin-specific chaperone a, ,
PFA0460c,PF3D7_0109400,tubulin-specifichaperone a_ putative,Tubulin and microtubules,http://mpmp.huji.ac.il/maps/tubulin.html,TBCA, ,
PFA0460c,PF3D7_0109400,tubulin-specifichaperone a_ putative,S-nitrosylated proteins,http://mpmp.huji.ac.il/maps/nitrosylatedProt.html,Tubulin-specific chaperone a_ putative, ,
PFA0460c,PF3D7_0109400,tubulin-specifichaperone a_ putative,Chaperone-assisted protein folding,http://mpmp.huji.ac.il/maps/chapfold.html,Tubulin-specific chaperone a, ,
PFA0465c,PF3D7_0109500,N-acetyltransferase_ putative,Chromatin modifying proteins,http://mpmp.huji.ac.il/maps/chrom_mod_prot.html,N-acetyltransferase,2.3.1.48,histone acetokinase_ histone acetylase_ histone transacetylase_ nucleosome-histone acetyltransferase_ 
PFA0465c,PF3D7_0109500,N-acetyltransferase_ putative,Histone acetylation,http://mpmp.huji.ac.il/maps/Histone.html,Histone acetyltransferase,2.3.1.48,histone acetokinase_ histone acetylase_ histone transacetylase_ nucleosome-histone acetyltransferase_ 
PFA0465c,PF3D7_0109500,N-acetyltransferase_ putative,Cotranslational cleavage of N-terminal methionine residues and N-terminal acetylation,http://mpmp.huji.ac.il/maps/N-termilalCleavage.html,Ard1,2.3.1.88,amino-terminal amino acid-acetylating enzyme_ beta-endorphin acetyltransferase_ N(alpha)-acetyltransferase_ NAT_ peptide acetyltransferase_ protein N-terminal acetyltransferase_ 
PFA0465c,PF3D7_0109500,N-acetyltransferase_ putative,Pyruvate metabolism,http://mpmp.huji.ac.il/maps/pyruvatemetpath.html,peptide a-N-acetyltransferase,2.3.1.88,amino-terminal amino acid-acetylating enzyme_ beta-endorphin acetyltransferase_ N(alpha)-acetyltransferase_ NAT_ peptide acetyltransferase_ protein N-terminal acetyltransferase_ 
PFA0465c,PF3D7_0109500,N-acetyltransferase_ putative,Transcription related proteins encoding genes,http://mpmp.huji.ac.il/maps/transcr_prot.html,N-acetyltransferase_ putative, ,
PFA0470c,PF3D7_0109600,cold-shock protein_ putative,Transcription related proteins encoding genes,http://mpmp.huji.ac.il/maps/transcr_prot.html,Cold-shock protein, ,
PFA0470c,PF3D7_0109600,cold-shock protein_ putative,Nuclear genes with mitochondrial signal sequences,http://mpmp.huji.ac.il/maps/nuclearGenes.html,Cold-shock protein_ putative, ,
PFA0480w,PF3D7_0109800,phenylalanine--tRNA ligase_ putative,Modification of proteins by adenylylation and ADP-ribosylation,http://mpmp.huji.ac.il/maps/adenylyl.html,tRNA aminoacyl synthetases Class II, ,
PFA0480w,PF3D7_0109800,phenylalanine--tRNA ligase_ putative,Protein biosynthesis,http://mpmp.huji.ac.il/maps/proteinBiosynth.html,Phe-tRNA ligase,6.1.1.20,L-phenylalanyl-tRNA synthetase_ phenylalanine translase_ phenylalanine-tRNA synthetase_ phenylalanyl-transfer ribonucleate synthetase_ phenylalanyl-transfer RNA ligase_ phenylalanyl-transfer RNA synthetase_ phenylalanyl-tRNA ligase_ phenylalanyl-tRNA synthetase_ 
PFA0480w,PF3D7_0109800,phenylalanine--tRNA ligase_ putative,Phenylalanine and Tyrosine metabolism,http://mpmp.huji.ac.il/maps/phenylTyrmetpath.html,Phenylalanine-tRNA ligase,6.1.1.20,L-phenylalanyl-tRNA synthetase_ phenylalanine translase_ phenylalanine-tRNA synthetase_ phenylalanyl-transfer ribonucleate synthetase_ phenylalanyl-transfer RNA ligase_ phenylalanyl-transfer RNA synthetase_ phenylalanyl-tRNA ligase_ phenylalanyl-tRNA synthetase_ 
PFA0485w,PF3D7_0109900,phosphatidate cytidylyltransferase_ putative,Dolichol metabolism,http://mpmp.huji.ac.il/maps/dolicholmetpath.html,Dolichol kinase,2.7.1.108,dolichol phosphokinase_ 
PFA0495c,PF3D7_0110100,selenocysteine-specifielongation factor selB homologue_ putative,Selenocysteine biosynthesis,http://mpmp.huji.ac.il/maps/selenocysteine.html,Selenocysteine-specific elongation factor, ,
PFA0500w,PF3D7_0110200,FAD-linked sulfhydryl oxidase ERV1_ putative,Nuclear genes with mitochondrial signal sequences,http://mpmp.huji.ac.il/maps/nuclearGenes.html,Fe/S maturation factor_ putative; Erv1, ,
PFA0500w,PF3D7_0110200,FAD-linked sulfhydryl oxidase ERV1_ putative,Mechanism of Fe�S-protein biogenesis,http://mpmp.huji.ac.il/maps/FeSProtein.html,Thiol oxidase; Erv1,1.8.3.2,sulfhydryl oxidase_ 
PFA0505c,PF3D7_0110400,DNA-directed RNA polymerase 2_ putative,Phosphoproteome - Treeck et al 2011,http://mpmp.huji.ac.il/maps/phosph_treeck.html,DNA-directed RNA polymerase 2_ putative, ,
