Geneid	Chr	Start	End	Strand	Length	hisat2/Ap20-GFP-SFC-16h-R1.bam	hisat2/Ap20-GFP-SFC-16h-R2.bam	hisat2/Ap20-GFP-SFC-4h-R1.bam	hisat2/Ap20-GFP-SFC-4h-R2.bam	hisat2/Ap20-GFP-SFC-8h-R1.bam	hisat2/Ap20-GFP-SFC-8h-R2.bam	hisat2/GFPcon-16hr-R1.bam	hisat2/GFPcon-16hr-R2.bam	hisat2/GFPcon-4hr-R1.bam	hisat2/GFPcon-4hr-R2.bam	hisat2/GFPcon-8hr-R1_S9.bam	hisat2/GFPcon-8hr-R2.bam	hisat2/RM-10_S417.bam	hisat2/RM-1_S408.bam	hisat2/RM-2_S409.bam	hisat2/RM-3_S410.bam	hisat2/RM-4_S411.bam	hisat2/RM-5_S412.bam	hisat2/RM-6_S413.bam	hisat2/RM-7_S414.bam	hisat2/RM-8_S415.bam	hisat2/RM-9_S416.bam	hisat2/F-1_SRR5260552.bam	hisat2/F-2_SRR5260551.bam	hisat2/F-3_SRR5260550.bam	hisat2/F1_21725_8_4.bam	hisat2/F2_21725_8_5.bam	hisat2/F3_21725_8_6.bam
PBANKA_0939000	PbANKA_09_v3	1397118	1402205	+	5088	80	342	245	186	284	87	324	101	136	2	188	110	15	2240	15540	4019	1995	828	1484	2563	303	471	18743	18025	17297	37784	40322	45848
PBANKA_0902900	PbANKA_09_v3;PbANKA_09_v3;PbANKA_09_v3;PbANKA_09_v3;PbANKA_09_v3;PbANKA_09_v3;PbANKA_09_v3;PbANKA_09_v3	108009;108256;108491;108819;108972;109158;109354;109513	108137;108317;108585;108843;109002;109250;109423;109535	+;+;+;+;+;+;+;+	528	576	4213	1207	743	2846	511	1524	253	3488	2	1174	442	21	310	5105	1732	786	40	122	309	75	190	48214	48670	48169	41288	41019	45443
PBANKA_1233600	PbANKA_12_v3;PbANKA_12_v3;PbANKA_12_v3;PbANKA_12_v3;PbANKA_12_v3;PbANKA_12_v3;PbANKA_12_v3	1295124;1295228;1295459;1295629;1295785;1295956;1296066	1295149;1295363;1295521;1295642;1295871;1295971;1296341	-;-;-;-;-;-;-	618	3984	9758	4950	3162	13671	5491	5464	2937	11268	2	6948	2245	9	305	4811	1218	618	45	52	240	41	92	33022	32498	35374	37524	37362	44703
PBANKA_1109300	PbANKA_11_v3;PbANKA_11_v3;PbANKA_11_v3;PbANKA_11_v3;PbANKA_11_v3;PbANKA_11_v3;PbANKA_11_v3;PbANKA_11_v3	364235;364577;365003;365162;365516;365693;365827;366237	364369;364860;365073;365374;365566;365746;366045;366322	-;-;-;-;-;-;-;-	1113	320	1068	2215	1872	2452	605	1095	232	2743	1	1579	693	12	1088	5694	1741	804	58	242	554	56	75	32024	29895	29942	41660	40136	44316
PBANKA_0409400	PbANKA_04_v3;PbANKA_04_v3	344922;345482	345344;353185	+;+	8127	909	2407	2900	2073	4018	1512	1859	1340	1688	6	1998	1665	13	2194	12084	3302	1737	1166	3732	3415	159	234	8115	8036	7856	47761	28906	43140
PBANKA_0620300	PbANKA_06_v3	818314	819978	+	1665	248	821	1207	884	2701	673	876	289	5582	1	1374	465	20	802	7375	2050	1346	93	175	313	69	191	37263	35534	37135	31285	34790	42885
PBANKA_1237600	PbANKA_12_v3	1445134	1450068	+	4935	528	1177	1716	1161	2074	749	1046	440	507	1	1130	748	21	2818	8186	2445	1325	547	1784	3533	91	119	13663	10770	11123	44103	32043	42505
PBANKA_1329100	PbANKA_13_v3;PbANKA_13_v3;PbANKA_13_v3;PbANKA_13_v3;PbANKA_13_v3;PbANKA_13_v3;PbANKA_13_v3;PbANKA_13_v3;PbANKA_13_v3;PbANKA_13_v3;PbANKA_13_v3;PbANKA_13_v3;PbANKA_13_v3	1158698;1158858;1159036;1159253;1159450;1159627;1159771;1159964;1160241;1160380;1160727;1160960;1161126	1158717;1158921;1159169;1159348;1159509;1159678;1159840;1160129;1160302;1160569;1160788;1161002;1161228	-;-;-;-;-;-;-;-;-;-;-;-;-	1122	46	184	240	164	522	170	131	82	1938	1	206	86	4	29	3841	713	340	23	16	13	7	11	33288	32011	35593	36324	32208	42359
PBANKA_1201800	PbANKA_12_v3	96857	102004	-	5148	34	133	188	107	159	89	90	35	89	2	107	54	7	250	12117	3031	1372	241	280	240	32	46	21136	16619	18664	32407	37482	41918
PBANKA_1245200	PbANKA_12_v3;PbANKA_12_v3;PbANKA_12_v3;PbANKA_12_v3;PbANKA_12_v3;PbANKA_12_v3;PbANKA_12_v3;PbANKA_12_v3;PbANKA_12_v3;PbANKA_12_v3	1701636;1701930;1702166;1702486;1702653;1702801;1702989;1703262;1703645;1703804	1701707;1701981;1702242;1702528;1702720;1702870;1703117;1703403;1703716;1703831	+;+;+;+;+;+;+;+;+;+	753	1407	3395	2030	2339	3482	2550	1941	3095	14212	1	3306	1456	13	297	3240	888	456	24	64	217	57	109	34148	34926	40425	36293	32987	41306
PBANKA_1355700	PbANKA_13_v3;PbANKA_13_v3;PbANKA_13_v3	2096350;2096555;2096826	2096445;2096692;2099045	+;+;+	2454	7925	21384	5672	4343	15188	5773	25388	18353	20521	0	9850	3505	52	3840	10719	3034	1674	381	402	5103	462	606	64100	58792	67892	38111	43881	41166
PBANKA_0819000	PbANKA_08_v3	759414	760601	-	1188	1592	5618	2046	1876	5822	1508	3379	2230	11589	0	2921	943	32	2566	8501	2302	1135	59	347	2278	139	350	48777	40782	48641	33022	33717	40816
PBANKA_1225500	PbANKA_12_v3	968031	969674	-	1644	302	961	2128	1527	2282	683	840	230	1647	2	1522	639	14	1493	8593	2355	1207	153	458	1227	33	81	43527	38422	39264	33701	34211	40595
PBANKA_1338100	PbANKA_13_v3;PbANKA_13_v3;PbANKA_13_v3;PbANKA_13_v3;PbANKA_13_v3;PbANKA_13_v3;PbANKA_13_v3;PbANKA_13_v3;PbANKA_13_v3;PbANKA_13_v3;PbANKA_13_v3;PbANKA_13_v3;PbANKA_13_v3	1503446;1503641;1503796;1503913;1504108;1504216;1504402;1504709;1504883;1505001;1505379;1505549;1505708	1503548;1503682;1503817;1503939;1504147;1504278;1504551;1504721;1504923;1505156;1505447;1505585;1505736	+;+;+;+;+;+;+;+;+;+;+;+;+	792	4495	12851	2598	1856	8601	2893	6500	3150	9610	0	3522	1225	9	391	3809	1017	524	41	35	447	21	54	28034	28301	31944	35499	30866	40261
PBANKA_1313200	PbANKA_13_v3;PbANKA_13_v3	570930;571254	570978;572899	+;+	1695	729	1277	2300	1926	2820	1108	1887	1338	2619	0	1342	819	28	3185	5628	1553	696	205	474	2538	62	127	9135	7690	8187	33019	29726	39906
PBANKA_1449300	PbANKA_14_v3;PbANKA_14_v3	1907812;1909405	1909262;1909597	-;-	1644	148	422	462	324	581	112	389	100	495	0	282	152	10	968	6792	1791	1024	117	245	572	42	86	13487	11051	10740	35623	30089	39831
PBANKA_1355900	PbANKA_13_v3	2101901	2103613	+	1713	738	1661	1606	1423	2313	829	1317	897	5645	0	1756	689	14	1623	5916	1551	721	88	133	1183	64	111	44430	41161	43805	33446	34775	39662
PBANKA_1421700	PbANKA_14_v3;PbANKA_14_v3;PbANKA_14_v3	859783;860113;860328	859869;860156;860871	-;-;-	675	82	284	179	116	397	119	166	53	443	0	243	79	3	56	4326	1034	434	20	25	81	14	20	23180	23394	21467	33740	30580	39294
PBANKA_1206000	PbANKA_12_v3	235957	238446	-	2490	178	440	533	324	496	206	501	155	221	1	390	224	12	1448	9086	2764	1159	332	722	1761	31	56	9870	9329	8420	37055	28809	39188
PBANKA_0110500	PbANKA_01_v3;PbANKA_01_v3;PbANKA_01_v3;PbANKA_01_v3;PbANKA_01_v3;PbANKA_01_v3;PbANKA_01_v3;PbANKA_01_v3	417832;418019;418434;418646;418931;419119;419277;419409	417933;418329;418497;418796;419022;419191;419323;424673	-;-;-;-;-;-;-;-	6105	154	406	172	140	206	99	231	102	169	4	113	79	3	273	14283	3552	1325	278	382	474	28	56	14063	13066	12680	29969	36641	38922
PBANKA_1363600	PbANKA_13_v3	2412325	2413146	-	822	615	1416	544	412	1474	252	1093	194	660	0	782	233	8	412	6488	2065	1127	160	111	681	63	167	18741	19343	17786	32378	29856	38350
PBANKA_1342300	PbANKA_13_v3;PbANKA_13_v3;PbANKA_13_v3;PbANKA_13_v3;PbANKA_13_v3;PbANKA_13_v3;PbANKA_13_v3;PbANKA_13_v3;PbANKA_13_v3;PbANKA_13_v3;PbANKA_13_v3;PbANKA_13_v3;PbANKA_13_v3;PbANKA_13_v3;PbANKA_13_v3;PbANKA_13_v3;PbANKA_13_v3	1664518;1664731;1664862;1665003;1665037;1665160;1665278;1665397;1665555;1665693;1665798;1665988;1666172;1666307;1666474;1666693;1666924	1664549;1664756;1664902;1665066;1665066;1665176;1665312;1665462;1665602;1665714;1665903;1666053;1666214;1666360;1666582;1666760;1667152	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	1026	270	1411	723	580	1409	278	782	212	1662	1	705	298	5	546	4017	1223	544	49	143	371	33	63	26016	25776	26170	29427	29998	38219
PBANKA_0823100	PbANKA_08_v3	902860	904068	+	1209	2033	3917	815	656	1290	770	2972	1976	3355	1	738	381	12	288	4484	1039	537	355	105	531	43	102	28654	27387	29493	32748	30631	38057
PBANKA_0810700	PbANKA_08_v3	482448	483437	+	990	1745	4085	2927	3782	5716	4175	2992	10528	36469	1	6039	1876	15	1690	7614	2320	917	126	215	1374	54	105	47335	47539	51171	32074	29481	38035
PBANKA_1454200	PbANKA_14_v3	2085185	2102380	+	17196	75	266	399	291	278	86	109	52	73	5	123	124	10	1243	15439	4207	1836	819	3281	1579	42	99	1900	1878	1731	36919	30221	37915
PBANKA_1202000	PbANKA_12_v3	107010	107846	+	837	11256	40486	5320	4115	17588	5817	34313	16695	13789	2	10436	3602	35	3780	4981	1679	781	559	238	7594	580	816	28012	28955	30217	32676	29824	37589
PBANKA_1101200	PbANKA_11_v3;PbANKA_11_v3	78517;79651	79536;79716	-;-	1086	351	916	2123	1735	3040	1084	1381	405	2674	0	1711	664	23	2158	6165	1813	715	194	586	1163	90	169	17887	16454	16671	34974	30251	36776
PBANKA_1318500	PbANKA_13_v3	767879	768397	+	519	118	621	614	496	1029	165	285	63	1325	0	461	165	97	201	3978	1181	540	32	30	121	12	23	19390	19111	17801	32120	27157	36495
PBANKA_1453300	PbANKA_14_v3	2046472	2048736	+	2265	499	828	725	487	762	444	1113	577	753	0	525	330	0	390	3988	799	365	49	159	719	32	50	21842	20905	22426	31237	28778	36278
PBANKA_1218300	PbANKA_12_v3	706209	707792	-	1584	143	480	568	401	676	200	754	244	554	0	604	245	2	1266	7770	2234	1114	206	508	838	65	92	15927	13965	13961	34089	28207	36020
PBANKA_1364700	PbANKA_13_v3	2450472	2455823	+	5352	650	1289	1770	1261	1880	973	1351	778	693	4	1084	783	2	1155	7675	2255	939	741	446	1304	44	88	7063	8203	6378	28781	23740	35852
PBANKA_1332800	PbANKA_13_v3;PbANKA_13_v3;PbANKA_13_v3	1326375;1335152;1335538	1334897;1335369;1335790	+;+;+	8994	119	261	296	272	219	97	157	92	172	2	120	122	4	702	5116	1294	685	218	1066	796	33	39	5026	4699	4947	33047	28990	34917
PBANKA_0109900	PbANKA_01_v3	395262	397115	-	1854	78	154	378	241	331	91	223	48	220	0	247	115	3	539	7608	2181	1131	123	180	401	24	41	13711	12142	11169	31698	25134	34733
PBANKA_1430300	PbANKA_14_v3;PbANKA_14_v3;PbANKA_14_v3;PbANKA_14_v3;PbANKA_14_v3;PbANKA_14_v3	1164669;1165057;1165319;1165445;1165678;1165880	1164891;1165212;1165341;1165534;1165715;1165910	+;+;+;+;+;+	561	394	1890	1519	1123	4574	949	1077	363	4641	2	1447	441	17	719	3918	1311	576	38	201	343	48	106	25043	26625	24965	27478	25652	34671
PBANKA_0823200	PbANKA_08_v3;PbANKA_08_v3;PbANKA_08_v3;PbANKA_08_v3;PbANKA_08_v3;PbANKA_08_v3;PbANKA_08_v3;PbANKA_08_v3;PbANKA_08_v3;PbANKA_08_v3;PbANKA_08_v3;PbANKA_08_v3	905151;905607;905794;905889;906033;906276;906402;906542;906929;907324;907492;907801	905284;905656;905797;905935;906121;906310;906447;906698;907086;907374;907600;907847	+;+;+;+;+;+;+;+;+;+;+;+	927	437	1126	967	845	1833	607	1363	918	3764	0	949	505	10	419	3605	965	549	70	111	345	36	45	25742	25995	26556	26597	25495	34543
PBANKA_0912500	PbANKA_09_v3	470679	472478	-	1800	74	141	1014	707	751	346	364	171	1415	2	561	322	11	1334	10447	2679	1543	195	576	735	31	54	15901	12925	13840	26563	28473	34146
PBANKA_1451100	PbANKA_14_v3	1975355	1976158	-	804	3139	5463	1973	1422	7968	1384	4977	970	1505	0	3498	1022	2	2373	5215	1536	611	230	231	3272	78	178	16951	17212	15691	25412	24180	34143
PBANKA_1414500	PbANKA_14_v3;PbANKA_14_v3;PbANKA_14_v3;PbANKA_14_v3;PbANKA_14_v3;PbANKA_14_v3;PbANKA_14_v3;PbANKA_14_v3;PbANKA_14_v3;PbANKA_14_v3;PbANKA_14_v3;PbANKA_14_v3;PbANKA_14_v3	587730;587977;588133;588309;588435;588591;588754;588911;589109;589228;589386;589570;589877	587799;588018;588215;588351;588494;588660;588772;589011;589154;589303;589427;589761;590019	-;-;-;-;-;-;-;-;-;-;-;-;-	987	346	611	681	508	1479	577	741	352	2049	0	795	323	7	393	5801	1381	739	45	106	292	42	76	30991	29394	33197	30745	25906	34086
PBANKA_1018100	PbANKA_10_v3	772594	774564	+	1971	332	715	195	151	420	145	415	126	444	1	211	73	10	305	2874	604	238	82	65	484	24	35	10688	10995	10574	29956	22479	34017
PBANKA_1213300	PbANKA_12_v3	512199	517865	-	5667	18	44	232	160	141	64	49	15	100	5	107	59	0	551	7812	2072	929	186	556	235	13	19	7842	7252	6684	29826	27220	33776
PBANKA_0502000	PbANKA_05_v3	75586	77160	+	1575	38	90	354	205	425	173	111	37	555	0	230	97	2	147	4869	1408	702	69	48	79	18	36	13162	13476	12939	30998	25971	33559
PBANKA_0711900	PbANKA_07_v3	454582	456663	-	2082	19871	54117	8153	6599	13710	6115	25786	19484	15551	1	9820	6089	74	8511	6768	1961	1037	2309	2232	13369	711	1712	18740	23290	21358	32671	30130	33550
PBANKA_0605600	PbANKA_06_v3;PbANKA_06_v3;PbANKA_06_v3	280779;287236;287514	287030;287288;288138	-;-;-	6930	273	977	1183	662	1336	504	890	354	424	2	708	604	16	1136	16759	4758	1951	1477	1940	1525	89	166	4786	6077	5067	36390	23207	33453
PBANKA_1410100	PbANKA_14_v3	430642	432102	+	1461	241	1037	230	209	453	130	834	158	234	1	301	73	22	669	5320	1561	895	359	229	885	44	113	16609	14962	16035	26927	26572	33406
PBANKA_1104400	PbANKA_11_v3	174363	187793	-	13431	189	817	225	142	260	87	697	135	32	7	224	132	4	1060	11433	2960	1425	792	943	1370	68	91	793	1115	830	27931	24667	33237
PBANKA_1423700	PbANKA_14_v3	914537	915622	-	1086	657	2126	785	505	2865	560	1537	460	1409	0	973	266	13	915	2352	669	306	59	153	807	36	62	15803	15970	16452	25204	24746	33111
PBANKA_1415400	PbANKA_14_v3	616519	618813	-	2295	351	619	1593	1094	1939	810	1241	530	2406	1	1409	695	10	1004	8153	2318	1067	242	303	718	57	129	19075	18135	17647	30676	31167	33050
PBANKA_1125900	PbANKA_11_v3	948888	954224	+	5337	102	281	281	197	285	148	209	147	398	1	169	105	12	566	8501	2071	983	271	430	619	53	72	17470	14720	15618	24811	29891	32952
PBANKA_0719500	PbANKA_07_v3;PbANKA_07_v3	693816;701621	701618;708310	+;+	14493	314	1259	414	278	552	240	1244	478	120	7	328	232	22	1512	9027	2320	1195	2924	1282	2705	148	165	933	1356	1057	27178	20827	31928
PBANKA_1453000	PbANKA_14_v3;PbANKA_14_v3;PbANKA_14_v3	2034301;2037649;2037837	2037558;2037719;2037945	+;+;+	3438	142	257	873	633	482	381	366	253	773	0	467	267	5	499	7362	1923	802	205	261	386	15	40	6941	5755	6411	29427	23851	31860
PBANKA_1439200	PbANKA_14_v3	1488319	1490823	+	2505	6217	8117	5703	3702	9320	5184	12299	10184	16305	0	7677	3210	13	2160	8567	2338	1338	1446	900	3237	388	915	21914	28853	28764	35744	22460	31746
PBANKA_1106500	PbANKA_11_v3	259183	261009	-	1827	1380	3878	4360	3287	11183	4033	3939	2280	9602	0	4599	1791	11	1125	4432	1298	503	66	226	554	60	154	32011	27012	32550	25765	23831	31679
PBANKA_1009600	PbANKA_10_v3;PbANKA_10_v3;PbANKA_10_v3;PbANKA_10_v3	443488;444395;444701;444946	444273;444576;444776;445035	-;-;-;-	1134	410	961	2667	2161	2808	1620	1418	1478	6046	1	2637	1255	12	1547	7211	2093	1088	210	505	1086	86	130	22590	21331	22330	31057	25733	31322
PBANKA_1229900	PbANKA_12_v3;PbANKA_12_v3;PbANKA_12_v3;PbANKA_12_v3;PbANKA_12_v3;PbANKA_12_v3;PbANKA_12_v3;PbANKA_12_v3;PbANKA_12_v3	1154700;1155026;1155383;1155547;1155827;1156090;1156300;1156671;1156951	1154900;1155252;1155413;1155716;1155968;1156172;1156471;1156838;1156995	+;+;+;+;+;+;+;+;+	1239	842	2639	630	510	1839	699	1792	1461	1250	0	908	412	9	910	4953	1564	860	145	252	1058	79	186	14641	13854	13862	33201	24367	31277
PBANKA_0607700	PbANKA_06_v3	372978	376724	-	3747	337	1077	758	506	631	336	868	555	527	2	493	296	19	1699	7770	2137	1072	1531	910	2282	101	130	6631	6708	6680	32787	29245	31224
PBANKA_1415200	PbANKA_14_v3;PbANKA_14_v3;PbANKA_14_v3	611175;611417;612242	611333;612015;613367	+;+;+	1884	105	327	373	276	508	207	410	164	388	1	274	130	3	271	4610	937	480	29	61	225	17	22	15272	14495	14379	26441	24103	31173
PBANKA_0603300	PbANKA_06_v3;PbANKA_06_v3;PbANKA_06_v3;PbANKA_06_v3;PbANKA_06_v3;PbANKA_06_v3;PbANKA_06_v3;PbANKA_06_v3;PbANKA_06_v3;PbANKA_06_v3;PbANKA_06_v3;PbANKA_06_v3;PbANKA_06_v3	188330;188489;188620;188787;188987;189200;189418;189585;189812;189948;190203;190469;190643	188382;188542;188691;188887;189116;189296;189494;189671;189856;190029;190246;190549;190769	-;-;-;-;-;-;-;-;-;-;-;-;-	1050	477	2053	398	261	1225	222	878	114	352	0	454	160	0	408	2799	815	354	38	69	366	15	19	16227	15251	14800	24192	23217	31139
PBANKA_1204200	PbANKA_12_v3;PbANKA_12_v3	186055;186310	186207;187479	-;-	1323	7768	14732	6248	4514	17468	5451	15020	8759	12030	2	10070	3555	21	1955	11024	3337	1528	578	411	2616	526	1454	9944	10442	10234	35754	27598	30551
PBANKA_1208200	PbANKA_12_v3;PbANKA_12_v3;PbANKA_12_v3	319250;319544;319810	319346;319669;328217	-;-;-	8631	136	488	561	354	439	173	248	105	183	4	227	192	11	862	8369	2099	1024	558	1275	899	37	44	6951	6423	6304	29309	26192	30438
PBANKA_1104100	PbANKA_11_v3;PbANKA_11_v3;PbANKA_11_v3;PbANKA_11_v3;PbANKA_11_v3;PbANKA_11_v3	168029;168263;168455;168635;169001;169551	168156;168319;168541;168770;169319;169651	+;+;+;+;+;+	828	174	561	228	194	570	191	381	203	1184	0	272	143	11	76	3466	800	396	17	35	130	21	37	22657	23669	24607	24885	25185	29950
PBANKA_1138600	PbANKA_11_v3;PbANKA_11_v3;PbANKA_11_v3	1459786;1460509;1460783	1460281;1460616;1461045	+;+;+	867	30	92	135	76	187	64	114	37	738	0	110	55	1	220	6201	1762	857	79	81	157	43	120	23672	22273	22629	27754	23413	29376
PBANKA_1422900	PbANKA_14_v3	892190	893371	+	1182	3114	13077	1488	929	9494	2246	16004	5143	7379	0	4078	1006	29	779	4124	1033	587	149	41	1404	192	295	33933	33034	36118	25045	24074	29000
PBANKA_1438400	PbANKA_14_v3;PbANKA_14_v3;PbANKA_14_v3;PbANKA_14_v3	1452049;1452238;1452440;1452654	1452087;1452317;1452554;1464962	-;-;-;-	12543	158	392	355	284	343	120	381	146	204	7	214	152	17	914	7248	1889	985	858	784	942	51	54	1797	2471	1897	26427	19784	28949
PBANKA_1121000	PbANKA_11_v3	779603	783772	-	4170	130	429	308	212	600	231	573	258	174	2	291	157	5	572	4763	1396	682	665	276	693	64	61	5617	4871	4927	24343	21116	28766
PBANKA_1205100	PbANKA_12_v3;PbANKA_12_v3;PbANKA_12_v3;PbANKA_12_v3;PbANKA_12_v3;PbANKA_12_v3;PbANKA_12_v3;PbANKA_12_v3;PbANKA_12_v3	208970;209220;209365;209568;209665;209931;210062;210239;210417	209135;209279;209438;209569;209754;209971;210153;210321;210438	+;+;+;+;+;+;+;+;+	630	504	2043	873	714	2741	1057	1172	673	2978	0	998	388	3	188	3125	720	333	44	31	176	19	14	26356	26150	27726	18933	20401	28446
PBANKA_1300700	PbANKA_13_v3	52618	57465	-	4848	356	706	1944	1434	1329	685	1250	791	2607	3	1417	919	6	1565	9729	2301	1390	118	1127	1707	87	120	36855	30131	32093	22844	25215	28365
PBANKA_1017300	PbANKA_10_v3;PbANKA_10_v3;PbANKA_10_v3;PbANKA_10_v3;PbANKA_10_v3;PbANKA_10_v3;PbANKA_10_v3	737404;737587;737813;738086;738307;738466;738764	737460;737692;737928;738221;738371;738682;742458	-;-;-;-;-;-;-	4392	35	96	359	197	228	84	172	40	109	2	214	99	0	355	6708	1673	664	125	184	266	20	27	11856	12219	11497	22986	25463	28195
PBANKA_0926500	PbANKA_09_v3	981583	986517	+	4935	270	747	942	614	1285	442	823	183	141	1	702	388	8	2329	6849	1872	953	352	1187	2710	82	97	10399	8557	8307	23135	23896	28185
PBANKA_0815400	PbANKA_08_v3;PbANKA_08_v3;PbANKA_08_v3;PbANKA_08_v3;PbANKA_08_v3;PbANKA_08_v3	646035;646261;646466;646694;646882;647158	646086;646373;646579;646783;647042;647377	+;+;+;+;+;+	750	830	2857	574	369	1862	659	1859	1124	1803	0	804	308	3	165	4835	897	353	52	29	224	18	38	38844	41029	39303	24350	23633	27920
PBANKA_1128800	PbANKA_11_v3;PbANKA_11_v3;PbANKA_11_v3;PbANKA_11_v3;PbANKA_11_v3;PbANKA_11_v3;PbANKA_11_v3;PbANKA_11_v3;PbANKA_11_v3;PbANKA_11_v3	1091625;1091876;1092060;1092297;1092486;1092717;1092867;1092990;1093216;1093458	1091749;1091954;1092136;1092385;1092546;1092763;1092906;1093050;1093351;1093582	-;-;-;-;-;-;-;-;-;-	840	3477	3469	4257	3454	11043	8290	4383	4702	14662	0	9665	3374	3	467	2223	679	374	42	87	395	47	81	21495	23182	23987	21446	20361	27808
PBANKA_1228100	PbANKA_12_v3;PbANKA_12_v3	1076110;1082085	1081988;1082238	+;+	6033	640	1492	1037	630	995	605	1681	1050	489	1	919	731	10	1355	7845	2357	1340	1073	1382	2233	138	219	3737	3438	3356	26571	21733	27703
PBANKA_0417600	PbANKA_04_v3;PbANKA_04_v3	658002;662539	662228;662733	-;-	4422	11	99	259	161	215	77	116	51	497	3	185	100	16	1883	7133	1647	992	104	1083	877	45	94	23207	19804	19688	24843	24321	27681
PBANKA_0205800	PbANKA_02_v3	193264	201438	-	8175	510	981	1793	1039	2272	1155	1495	738	973	3	1705	1017	14	1535	17417	4961	1976	865	1503	2235	178	314	7185	6533	6388	24272	22590	27387
PBANKA_0815100	PbANKA_08_v3	632861	636037	-	3177	44	121	351	172	367	152	213	55	115	2	200	112	3	518	8017	2256	932	278	245	396	21	27	7768	7168	6323	24305	26052	26910
PBANKA_1346300	PbANKA_13_v3	1813484	1814890	+	1407	282	880	606	431	772	184	443	135	541	1	329	156	6	437	4582	1282	566	60	140	346	13	31	19232	16709	16158	20968	19844	26799
PBANKA_1110200	PbANKA_11_v3	408394	409422	+	1029	336	977	1705	994	4087	827	1205	158	968	1	1920	557	4	1018	3194	975	433	50	207	696	41	79	16347	16825	16035	22724	19249	26356
PBANKA_1334700	PbANKA_13_v3;PbANKA_13_v3;PbANKA_13_v3;PbANKA_13_v3;PbANKA_13_v3;PbANKA_13_v3	1387148;1387692;1388129;1388589;1388983;1389109	1387552;1387976;1388326;1388843;1389030;1389264	-;-;-;-;-;-	1347	587	2055	830	681	1875	447	2238	777	1843	1	919	379	2	879	3492	794	466	33	108	853	39	91	18765	16221	18371	21932	20394	26084
PBANKA_0101500	PbANKA_01_v3	77684	79087	-	1404	37	133	313	226	311	80	179	32	273	1	228	98	13	841	4018	1219	632	122	249	472	33	36	8748	8613	8136	20801	20741	26013
PBANKA_1445700	PbANKA_14_v3;PbANKA_14_v3;PbANKA_14_v3;PbANKA_14_v3;PbANKA_14_v3;PbANKA_14_v3;PbANKA_14_v3;PbANKA_14_v3	1749654;1749791;1749971;1750223;1750372;1750509;1750857;1751359	1749668;1749850;1750090;1750284;1750421;1750615;1751199;1753262	+;+;+;+;+;+;+;+	2661	194	480	254	218	239	134	378	256	221	1	163	97	0	266	4089	881	386	328	162	291	16	40	9330	8421	9339	30050	21641	26008
PBANKA_0807900	PbANKA_08_v3	382735	391257	+	8523	1829	3685	4910	2985	4923	2394	4860	3305	1528	5	2918	2462	26	1886	10808	3337	1527	1540	2501	2431	107	212	2775	3692	3091	21357	17230	25630
PBANKA_1453100	PbANKA_14_v3	2038408	2039928	-	1521	105	427	190	109	267	88	245	60	94	1	136	75	0	157	3717	789	245	47	69	277	19	34	16508	17137	16874	24074	20217	25242
PBANKA_1145200	PbANKA_11_v3;PbANKA_11_v3	1683556;1683798	1683671;1684989	-;-	1308	56	182	655	490	445	114	191	30	693	0	254	125	3	647	3639	1166	641	72	258	280	23	54	12921	13058	12908	23714	19138	25028
PBANKA_1205200	PbANKA_12_v3;PbANKA_12_v3;PbANKA_12_v3;PbANKA_12_v3;PbANKA_12_v3;PbANKA_12_v3;PbANKA_12_v3;PbANKA_12_v3	211579;211817;211973;212164;212315;212502;212678;213040	211655;211889;212029;212228;212415;212566;212802;213292	+;+;+;+;+;+;+;+	816	192	741	241	131	1283	240	270	67	254	0	427	91	5	149	2354	482	226	19	26	135	8	8	14118	14435	13978	20773	19595	24937
PBANKA_0109800	PbANKA_01_v3	392770	393882	-	1113	21	117	164	104	179	57	105	17	72	0	186	44	2	166	3689	1033	444	34	43	144	20	18	13864	13469	11748	20495	18324	24800
PBANKA_1202700	PbANKA_12_v3	141074	143221	-	2148	709	1181	2579	1882	1969	1186	1524	1276	2632	0	1369	1079	3	846	8100	2308	1026	432	598	1333	85	112	20457	20724	20514	19924	22231	24618
PBANKA_1020300	PbANKA_10_v3	846713	848518	-	1806	334	1072	1249	843	2333	449	1113	257	777	1	875	295	4	839	4012	1203	530	113	233	663	49	83	13834	9954	12939	22675	21203	24460
PBANKA_1411200	PbANKA_14_v3;PbANKA_14_v3	463588;469961	469498;470025	-;-	5976	121	250	340	252	227	83	179	71	155	0	123	104	1	392	5129	1537	623	336	678	516	52	75	5274	5417	5112	22047	19102	24316
PBANKA_1027000	PbANKA_10_v3	1105746	1107455	+	1710	503	1105	478	478	565	293	785	863	1701	2	485	295	6	395	3244	773	408	42	60	624	20	46	18062	15932	19614	20675	21936	24136
PBANKA_0937500	PbANKA_09_v3	1349945	1352020	-	2076	362	975	1083	813	1232	388	1352	425	757	0	976	413	7	1486	3583	1069	517	162	540	1525	63	88	10861	9619	10283	23198	17485	23884
PBANKA_1010300	PbANKA_10_v3	461674	483465	+	21792	341	871	494	398	537	239	491	312	174	6	268	225	15	1478	5398	1389	693	1281	1951	2055	61	116	1196	1826	1284	23467	19350	23741
